<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
ROSN;D;231122;000000;582.7;586.6;580.05;581.75;2716947
ROSN;D;231123;000000;581.5;582.7;580;580.8;1295984
ROSN;D;231124;000000;581.35;584.5;571.5;578.85;3449425
ROSN;D;231127;000000;578.15;583.85;574.5;578;2726795
ROSN;D;231128;000000;577.95;589.9;573;589.9;3423626
ROSN;D;231129;000000;589.85;594;583.45;593.45;3560150
ROSN;D;231130;000000;597.9;597.9;582.05;584.3;5566666
ROSN;D;231201;000000;583.4;584.05;574.05;575.15;2621031
ROSN;D;231204;000000;573.8;574.9;562.15;565;3366080
ROSN;D;231205;000000;567.2;576.75;563;574.35;2235741
ROSN;D;231206;000000;574.8;575.8;563;565.55;2260242
ROSN;D;231207;000000;565;570.65;558.5;560.6;4006958
ROSN;D;231208;000000;562.95;567.15;560;564.7;1598457
ROSN;D;231211;000000;564.7;568;553.55;555;2436930
ROSN;D;231212;000000;554.8;557.4;545.05;549.55;2531287
ROSN;D;231213;000000;546.3;556.55;544.3;555.85;1735472
ROSN;D;231214;000000;556.85;558.6;535.65;535.7;3416548
ROSN;D;231215;000000;535.6;563;535.6;561.5;3936790
ROSN;D;231218;000000;567;569.5;563.1;566.65;3577369
ROSN;D;231219;000000;566.7;574.8;564.25;574;3112781
ROSN;D;231220;000000;574.6;584.9;573.2;578.6;3380683
ROSN;D;231221;000000;580.4;580.4;569.5;577.1;2974266
ROSN;D;231222;000000;579.95;585.45;578.15;583.75;2574808
ROSN;D;231225;000000;585;588.45;580;584.45;1689609
ROSN;D;231226;000000;585;592;583;589.3;2228358
ROSN;D;231227;000000;590;596.65;589.5;594.55;2901799
ROSN;D;231228;000000;596.05;596.7;589.1;591.9;1817659
ROSN;D;231229;000000;591.75;595.25;586.35;593.2;1874246
ROSN;D;240103;000000;595.55;604;594.75;604;1939948
ROSN;D;240104;000000;605.25;605.6;600.5;601.15;1182510
ROSN;D;240105;000000;602.1;605.55;599;604.05;1962271
ROSN;D;240108;000000;605;606.95;600.5;602.3;1795560
ROSN;D;240109;000000;603;603.75;597.85;600.55;3240395
ROSN;D;240110;000000;598.2;601.95;598.15;601;5053247
ROSN;D;240111;000000;574.05;582.15;571;579.6;9552539
ROSN;D;240112;000000;583.5;589.9;580.85;584.2;5373731
ROSN;D;240115;000000;585.05;587.9;579.6;581.4;2554880
ROSN;D;240116;000000;582.6;582.6;577.15;578.4;1578182
ROSN;D;240117;000000;578.35;580.75;569.8;574.75;3907099
ROSN;D;240118;000000;575.75;578.15;571.85;573.95;2074597
ROSN;D;240119;000000;574;577.6;570.6;574.95;2642477
ROSN;D;240122;000000;575.4;579.7;575.4;577.95;1860332
ROSN;D;240123;000000;578.95;580.5;576.5;579.9;1419520
ROSN;D;240124;000000;580.35;582.15;572.1;575.75;1843317
ROSN;D;240125;000000;574;576;572.6;574.65;1866939
ROSN;D;240126;000000;576.8;577.65;572.35;573.9;1545741
ROSN;D;240129;000000;574.6;580.45;573;575.75;3546786
ROSN;D;240130;000000;576.35;578.45;572.6;573.95;2240386
ROSN;D;240131;000000;574.35;576.5;572;575;3279832
ROSN;D;240201;000000;575.55;582;574;576.5;4623656
ROSN;D;240202;000000;577.05;584.95;574.5;583.95;5211158
ROSN;D;240205;000000;584.1;592.95;584.1;592;5219238
ROSN;D;240206;000000;592.95;593.75;590.5;593.55;2073014
ROSN;D;240207;000000;593.7;595.7;588.8;589.7;4028398
ROSN;D;240208;000000;587;591.4;580;587.75;3278186
ROSN;D;240209;000000;587.8;592.9;586.6;589.75;2550838
ROSN;D;240212;000000;590.15;592.35;585;588.95;2661391
ROSN;D;240213;000000;589.95;593.45;589.55;592.75;2387698
ROSN;D;240214;000000;593.75;594.65;589.65;590.05;1932668
ROSN;D;240215;000000;590;591.6;587.55;589.15;2637893
ROSN;D;240216;000000;590.15;591;582.4;585.5;4190539
ROSN;D;240219;000000;585.6;589.5;581.55;586.25;2549955
ROSN;D;240220;000000;586;586.05;570.2;572.1;5158911
ROSN;D;240221;000000;572.1;576.75;560.25;562.35;6692066
ROSN;D;240222;000000;564.4;565.75;558.5;562.35;2740789
ROSN;D;240226;000000;566.65;577.3;566.65;575.55;3622806
ROSN;D;240227;000000;575.4;575.55;566.05;568.2;3484260
ROSN;D;240228;000000;567.8;570.35;565.25;568.5;2558148
ROSN;D;240229;000000;568.4;580.5;567;578;3607482
ROSN;D;240301;000000;578.1;581.6;573.25;577.45;2354297
ROSN;D;240304;000000;578.85;583.6;578.55;582.5;2062070
ROSN;D;240305;000000;582.7;588.8;579.5;585.55;2702344
ROSN;D;240306;000000;585.75;589.95;584.5;585.15;1874631
ROSN;D;240307;000000;584.8;589.8;583.1;589.45;1429218
ROSN;D;240311;000000;589.7;592.5;587.05;588.35;1917858
ROSN;D;240312;000000;588.6;589;585.05;588.25;1809433
ROSN;D;240313;000000;586.55;588.35;580.7;581.45;2710923
ROSN;D;240314;000000;581;586;577.8;584;2570897
ROSN;D;240315;000000;583;587.15;579.6;584.2;1767586
ROSN;D;240318;000000;584;586.45;581.55;583.1;1283694
ROSN;D;240319;000000;582.7;583.7;556.3;565.35;15170278
ROSN;D;240320;000000;565.35;566.55;551.2;560.3;15820536
ROSN;D;240321;000000;561.3;575;557.25;562.8;13578282
ROSN;D;240322;000000;562.85;563.95;551;554.2;10044373
ROSN;D;240325;000000;556.75;559.85;548.5;558.05;8576498
ROSN;D;240326;000000;559;559;554.15;556.1;4715880
ROSN;D;240327;000000;556.1;557.5;551.25;555.4;3620770
ROSN;D;240328;000000;557;565.8;555.75;565.75;8138568
ROSN;D;240329;000000;567.65;569.4;563.5;565.75;5551116
ROSN;D;240401;000000;567.95;573.55;566.8;568.85;8188468
ROSN;D;240402;000000;570.05;574.5;567.5;572.9;4815709
ROSN;D;240403;000000;573.1;579;572;576.9;4824268
ROSN;D;240404;000000;577.7;580;575.65;578.05;3919154
ROSN;D;240405;000000;578.85;579.65;574;576.1;3294264
ROSN;D;240408;000000;576.45;579.75;571.55;574.5;3292069
ROSN;D;240409;000000;574.55;576.2;565.75;568.4;4658816
ROSN;D;240410;000000;568.55;574.5;565.6;573.2;2485455
ROSN;D;240411;000000;573.25;579;573.25;575.25;3768160
ROSN;D;240412;000000;576;579.5;575.9;576.15;3148796
ROSN;D;240415;000000;578.9;589.85;578.1;589.75;7072607
ROSN;D;240416;000000;589.95;592.5;585.7;589.1;5285389
ROSN;D;240417;000000;589.2;590.75;581.3;584.35;3811778
ROSN;D;240418;000000;583.8;585.85;576.55;579.15;3806177
ROSN;D;240419;000000;581.8;588.4;578.05;585.35;3500056
ROSN;D;240422;000000;586.7;589.4;581;583.15;3186413
ROSN;D;240423;000000;583.85;589;580.25;580.85;3693006
ROSN;D;240424;000000;582.05;583.4;572;576.3;2959530
ROSN;D;240425;000000;576.8;581.25;573;579.8;2268877
ROSN;D;240426;000000;580;584.9;578.6;581.3;2192772
ROSN;D;240427;000000;581.25;584.5;581;581.2;1380323
ROSN;D;240429;000000;581.95;583.95;581.35;583.15;878623
ROSN;D;240430;000000;583.15;583.65;581.3;582;628538
ROSN;D;240502;000000;581.45;587;578;582.3;2160628
ROSN;D;240503;000000;582.7;586.4;582;582.3;2297569
ROSN;D;240506;000000;582;586.15;578.65;579.05;2439897
ROSN;D;240507;000000;579.2;584.35;579.2;579.95;1685437
ROSN;D;240508;000000;580.3;582;578.2;578.5;1289287
ROSN;D;240510;000000;579;582.5;578.55;579.4;1156830
ROSN;D;240513;000000;580.25;590;579;589.45;4756569
ROSN;D;240514;000000;590.05;594;588.3;589.8;4210915
ROSN;D;240515;000000;590.7;599.3;589.3;599.2;7141811
ROSN;D;240516;000000;599.55;600;590.05;592.6;4607899
ROSN;D;240517;000000;592.9;596.7;590.5;591.95;3458052
ROSN;D;240520;000000;594.2;596.35;580.1;591.9;4643539
ROSN;D;240521;000000;592.05;597.5;586.6;594.6;4303129
ROSN;D;240522;000000;593.9;597.25;591.75;596.85;3747392
ROSN;D;240523;000000;595.7;596.65;590;593.15;3535380
ROSN;D;240524;000000;593.55;594.45;582.3;585.1;3988670
ROSN;D;240527;000000;585.05;588;568.4;578.25;7402672
ROSN;D;240528;000000;578.8;585;567;573;4386551
ROSN;D;240529;000000;574;580;571;575.65;2618915
ROSN;D;240530;000000;577.65;581.15;553.95;566.4;5590285
ROSN;D;240531;000000;570;572;555;556.65;6151250
ROSN;D;240603;000000;557.2;564.7;542.5;562.95;7571470
ROSN;D;240604;000000;563.1;571;555.55;568.95;5280771
ROSN;D;240605;000000;570.1;575;559.65;562.2;5052582
ROSN;D;240606;000000;563.4;569.8;561.25;566.3;2238353
ROSN;D;240607;000000;567.35;575.95;565.3;571.65;3334620
ROSN;D;240610;000000;574;575.7;560;563.25;2696841
ROSN;D;240611;000000;562.9;563.5;556.5;562.85;1886130
ROSN;D;240613;000000;535.4;560;525;555.5;4305948
ROSN;D;240614;000000;556.2;569.9;552.1;565.1;3294636
ROSN;D;240617;000000;569.05;573.4;563.1;566.7;2828278
ROSN;D;240618;000000;566.7;567.65;553.4;554.45;2779584
ROSN;D;240619;000000;554.45;558.7;532.5;536;4679930
ROSN;D;240620;000000;537;559;524;555;7997822
ROSN;D;240621;000000;556.15;562.85;545.45;550.05;2973988
ROSN;D;240624;000000;551.25;555.95;544;547.45;2057542
ROSN;D;240625;000000;547.45;559;543.1;558.5;2785740
ROSN;D;240626;000000;559.25;562.45;557;561.2;1994325
ROSN;D;240627;000000;562.05;565;556.2;559.8;1701288
ROSN;D;240628;000000;560.5;565.65;559.65;565.25;1454091
ROSN;D;240701;000000;566.4;578.5;562;576.9;3037018
ROSN;D;240702;000000;577.05;579.6;571.7;573;2992211
ROSN;D;240703;000000;574;577.5;570.75;573.9;2447565
ROSN;D;240704;000000;574.3;575.45;558.7;561.35;3118363
ROSN;D;240705;000000;561.15;564.3;554.45;555.85;3339952
ROSN;D;240708;000000;555.85;566.05;555.6;560.1;5277256
ROSN;D;240709;000000;536.1;540.25;524.6;524.6;10409977
ROSN;D;240710;000000;524.5;526.45;500.05;502.5;8065148
ROSN;D;240711;000000;503;526.9;503;526.7;4751906
ROSN;D;240712;000000;528;531;520.1;527.4;2744036
ROSN;D;240715;000000;528.8;529.85;501.05;508;6117250
ROSN;D;240716;000000;506;519.1;503.7;516.9;5441330
ROSN;D;240717;000000;517.1;518.75;507.25;510.45;4005050
ROSN;D;240718;000000;511.35;518.2;508.05;517.25;3073501
ROSN;D;240719;000000;517.4;527.8;515.75;524.15;2592662
ROSN;D;240722;000000;527.5;535;526.05;531.85;3722608
ROSN;D;240723;000000;533.05;534.8;526.1;530.55;1338754
ROSN;D;240724;000000;531.95;537.65;529.1;532.25;2223380
ROSN;D;240725;000000;532.3;535.5;530.05;532.45;1534158
ROSN;D;240726;000000;533.25;538.7;518.75;521.4;4860823
ROSN;D;240729;000000;519.95;519.95;500;503.2;3891666
ROSN;D;240730;000000;501.85;514;496.2;513.95;4472407
ROSN;D;240731;000000;517;518.2;510.2;515.95;2097253
ROSN;D;240801;000000;516.05;518;505;506.4;2733808
ROSN;D;240802;000000;507.3;510.45;503;504.8;2290807
ROSN;D;240805;000000;497.95;502.75;490.1;493.9;5316783
ROSN;D;240806;000000;496.85;502;491.75;496.15;2463795
ROSN;D;240807;000000;496.2;512.45;491.3;508.45;4168629
ROSN;D;240808;000000;509.1;514.2;501.7;503.2;2488852
ROSN;D;240809;000000;503.2;509.5;501.55;505.7;1524864
ROSN;D;240812;000000;505.7;505.7;494.5;501.7;6384512
ROSN;D;240813;000000;500.9;506.5;499.7;502.5;3058616
ROSN;D;240814;000000;503;506.3;494.95;495.8;3472166
ROSN;D;240815;000000;496.3;498.45;493.15;493.75;1740896
ROSN;D;240816;000000;494.2;496.55;488.25;489.7;2084786
ROSN;D;240819;000000;490.35;493.5;481.6;483.7;3360350
ROSN;D;240820;000000;483.7;488.95;479.5;481.5;3377477
ROSN;D;240821;000000;482.5;485.35;478.5;480.95;3803852
ROSN;D;240822;000000;481.15;482.5;474.1;475.8;3384534
ROSN;D;240823;000000;475.8;479.25;470.6;478.75;3770923
ROSN;D;240826;000000;486.45;490.15;481.1;489.55;3702348
ROSN;D;240827;000000;489.85;491.45;475.75;477.5;2755929
ROSN;D;240828;000000;477.5;479.15;458.5;479.05;4855931
ROSN;D;240829;000000;479.5;484;473.9;482.95;3810202
ROSN;D;240830;000000;485.65;489.2;473.2;475.85;6640817
ROSN;D;240902;000000;473.2;474.8;450.25;455.05;7177948
ROSN;D;240903;000000;456.45;471.7;452.85;468.85;8079341
ROSN;D;240904;000000;467.8;483.55;464;477.75;5754350
ROSN;D;240905;000000;480.35;486.75;474.75;477.15;3722345
ROSN;D;240906;000000;477.2;484.75;475;479.1;2093392
ROSN;D;240909;000000;479.9;494.2;479.85;493.8;3004636
ROSN;D;240910;000000;494.15;496.25;476.2;482.35;4005978
ROSN;D;240911;000000;482.5;489.5;475.35;477.75;3206641
ROSN;D;240912;000000;478.7;489.85;474.1;488.45;3693537
ROSN;D;240913;000000;488.35;498.5;478;498;4975628
ROSN;D;240916;000000;500.9;516.5;498.3;516.3;5143933
ROSN;D;240917;000000;518.45;519.5;508.3;517.95;3063887
ROSN;D;240918;000000;517.9;519.9;506.15;510.25;2681826
ROSN;D;240919;000000;511.35;516.2;507.2;512.55;2817829
ROSN;D;240920;000000;512.45;528.25;510.75;528.15;6627227
ROSN;D;240923;000000;528.95;532;523.45;526.1;3956827
ROSN;D;240924;000000;526.65;526.9;517.7;522.1;3266782
ROSN;D;240925;000000;521.6;524.95;509.5;512.4;3025024
ROSN;D;240926;000000;510.35;515.95;506;512.7;2866346
ROSN;D;240927;000000;513.2;514.55;507.75;511;2195441
ROSN;D;240930;000000;512.45;516.2;503.05;507.4;3071670
ROSN;D;241001;000000;506;512.85;493.5;509.75;7107893
ROSN;D;241002;000000;509.8;511.9;494;499.95;7061135
ROSN;D;241003;000000;499.85;502.7;488.65;500;7574750
ROSN;D;241004;000000;502.4;509.45;498.55;501.9;5660583
ROSN;D;241007;000000;502.35;505.6;493.2;503.5;5638733
ROSN;D;241008;000000;500.05;505;498;501.8;3779310
ROSN;D;241009;000000;502.95;502.95;491.4;495.85;5221921
ROSN;D;241010;000000;495.8;499.4;493.55;497.75;1972074
ROSN;D;241011;000000;497.85;499;490.6;492.15;2498536
ROSN;D;241014;000000;492.1;501.2;486.75;496;3823742
ROSN;D;241015;000000;495.75;500;492.85;498.4;3390587
ROSN;D;241016;000000;498.45;503.9;495.15;496.45;3734901
ROSN;D;241017;000000;496.45;497.2;485.55;486.95;4403286
