<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
TATN;D;231114;000000;616.4;618.7;605.1;610.7;2550145
TATN;D;231115;000000;610.6;614.8;606.6;611.8;1026962
TATN;D;231116;000000;611.8;613;600.4;602.1;1201700
TATN;D;231117;000000;602.1;619;598.1;615.5;2710211
TATN;D;231120;000000;616.8;618.7;611.5;615.4;1381967
TATN;D;231121;000000;614.5;634.4;611.1;634.2;5473006
TATN;D;231122;000000;635.9;643.4;633.1;640.8;4171216
TATN;D;231123;000000;642.3;645.8;638.6;641.1;2431115
TATN;D;231124;000000;643.1;649.4;641.4;648;2240765
TATN;D;231127;000000;649.1;649.9;636.4;638.4;2292875
TATN;D;231128;000000;638.2;643.7;632.3;641.2;1482882
TATN;D;231129;000000;641.9;644.2;636.6;638.7;932561
TATN;D;231130;000000;639;644;635;638.8;1170553
TATN;D;231201;000000;638.8;641;625.6;632.5;1408855
TATN;D;231204;000000;630.6;633.5;620;623.7;2198065
TATN;D;231205;000000;624.9;637.2;622.4;635.2;1048706
TATN;D;231206;000000;636;636.9;619.3;622.2;1251245
TATN;D;231207;000000;622.2;636.5;619.1;626.2;2275166
TATN;D;231208;000000;626.9;637.8;626.5;637.7;1060225
TATN;D;231211;000000;638.7;638.9;622.9;625;1438129
TATN;D;231212;000000;625.5;631.8;620;625.5;1266538
TATN;D;231213;000000;624.2;630.3;621.3;628.7;581618
TATN;D;231214;000000;630;631.2;615.2;617;970223
TATN;D;231215;000000;616.6;636.5;616.2;635.3;1761409
TATN;D;231218;000000;640;648.1;635.5;643.6;1889443
TATN;D;231219;000000;643.7;654;640.5;653.4;2411556
TATN;D;231220;000000;654.9;663.9;652;658.4;1857330
TATN;D;231221;000000;660;662;648.7;658.5;2023881
TATN;D;231222;000000;660.9;666;659.5;661.5;1252445
TATN;D;231225;000000;660.3;677.8;657.6;676;2529129
TATN;D;231226;000000;678.2;700;676.7;698.3;3303329
TATN;D;231227;000000;699.1;720;697.5;717.7;4776088
TATN;D;231228;000000;718.6;718.6;704.1;708.2;2790612
TATN;D;231229;000000;708;711.9;698.8;710;1930709
TATN;D;240103;000000;714.7;723;712;720.9;1357190
TATN;D;240104;000000;723.9;729;721.8;725.9;913313
TATN;D;240105;000000;726.2;727.4;720.3;725;1104897
TATN;D;240108;000000;725.5;726.7;718.2;722.9;4113577
TATN;D;240109;000000;695;698.6;685.1;686.7;6507670
TATN;D;240110;000000;687;699.5;686.3;694;2584676
TATN;D;240111;000000;693.9;694.2;685.7;689.1;2299132
TATN;D;240112;000000;693.1;704.5;691.7;697.8;3107488
TATN;D;240115;000000;699.6;702;695.1;701;1738907
TATN;D;240116;000000;702.1;702.7;697;699.2;1165813
TATN;D;240117;000000;700.5;700.5;696.5;697.8;995158
TATN;D;240118;000000;698;701;697.1;698;745153
TATN;D;240119;000000;698;700.2;687.5;690.3;1655597
TATN;D;240122;000000;690.4;697.3;690.4;695.5;795418
TATN;D;240123;000000;695.6;696.5;690.3;695.4;857947
TATN;D;240124;000000;695.7;697.6;690.1;691.1;646595
TATN;D;240125;000000;691.9;694.9;687.3;689.3;1143897
TATN;D;240126;000000;689.3;693.6;688.1;693.5;767345
TATN;D;240129;000000;694.6;698.4;693;694.1;821999
TATN;D;240130;000000;694.8;696.5;690.2;692.2;952914
TATN;D;240131;000000;692.1;705.8;691.2;703.5;2294669
TATN;D;240201;000000;704.6;711.2;702.1;704.4;2064935
TATN;D;240202;000000;705;709.5;702.5;706.9;1099849
TATN;D;240205;000000;707;713;707;709;1073437
TATN;D;240206;000000;709.8;711.8;707.2;710.3;640751
TATN;D;240207;000000;711;716.8;710.8;715;934879
TATN;D;240208;000000;715.6;716.5;705.5;709.6;1008775
TATN;D;240209;000000;710.3;714.3;707;712.1;644533
TATN;D;240212;000000;712.5;715.2;705.1;711.6;767045
TATN;D;240213;000000;712.2;718;711.3;712.1;1021098
TATN;D;240214;000000;713;713.9;707.1;707.7;1072818
TATN;D;240215;000000;707.8;711.5;706.4;709.3;677015
TATN;D;240216;000000;709.9;710.6;707.1;707.8;919437
TATN;D;240219;000000;707.8;708.5;703;703.5;1135168
TATN;D;240220;000000;703.1;704.4;692;694.3;1627955
TATN;D;240221;000000;694.2;697.9;681.1;688.1;2187129
TATN;D;240222;000000;689;697.5;682.6;694.3;1557461
TATN;D;240226;000000;696.4;707;696.4;702.5;1184279
TATN;D;240227;000000;703;704.3;694.8;696.7;872547
TATN;D;240228;000000;697.1;708.3;695.1;705;1339384
TATN;D;240229;000000;705;722.9;702.6;718.8;1795561
TATN;D;240301;000000;718.8;722.2;714.2;717.3;1138117
TATN;D;240304;000000;718.7;738;718;732.5;2106805
TATN;D;240305;000000;732.5;735.8;728.8;730.4;993854
TATN;D;240306;000000;730.3;747;729.5;743.3;2229656
TATN;D;240307;000000;743.5;752.9;737.8;749.3;2029454
TATN;D;240311;000000;751;756.4;746.5;753.7;1868926
TATN;D;240312;000000;751.2;754.9;746.6;753.2;811524
